instrument_token,tradingsymbol,name,exchange
128172036,NOVARTIND,NOVARTIS INDIA,BSE
128172548,SANOFI,SANOFI INDIA,BSE
128174084,PFIZER,PFIZER,BSE
128176644,GSFC,GUJARAT STATE FERTILIZERS & CH,BSE
128178180,HINDUNILVR,HINDUSTAN UNILEVER,BSE
128181764,AKZOINDIA,AKZO NOBEL INDIA,BSE
128186884,NOCIL,NOCIL,BSE
128197124,TATACHEM,TATA CHEMICALS,BSE
128198916,TNPETRO,TAMILNADU PETROPRODUCTS,BSE
128199684,ZUARIIND,ZUARI INDUSTRIES ,BSE
128202244,NESTLEIND,NESTLE INDIA,BSE
128204804,TATACONSUM,TATA CONSUMER PRODUCTS,BSE
128209924,ASIANPAINT,ASIAN PAINTS,BSE
128211204,BRITANNIA,BRITANNIA INDUSTRIES,BSE
128212484,COLPAL,COLGATE-PALMOLIVE (INDIA),BSE
128215044,EIHOTEL,EIH - OBEROI HOTELS,BSE
128217604,INDHOTEL,INDIAN HOTELS CO.LTD.,BSE
128222724,CASTROLIND,CASTROL INDIA,BSE
128224004,ITC,ITC,BSE
128224516,APOLLOTYRE,APOLLO TYRES,BSE
128224772,CEATLTD,CEAT,BSE
128227844,MODIRUBBER,MODI RUBBER,BSE
128240644,FINPIPE,FINOLEX INDUSTRIES,BSE
128284164,SUNRINV,SUNRISE INDUSTRIAL TRADERS,BSE
128284420,ZGOLDINV,GOLD ROCK INVESTMENTS,BSE
128292868,PEOPLIN,PEOPLES INVESTMENTS,BSE
128293892,DSINVEST,DALAL STREET INVESTMENTS,BSE
128294404,CENTRUM,CENTRUM CAPITAL,BSE
128294660,KARTKIN,KARTIK INVESTMENTS TRUST,BSE
128317956,TCIFINANCE,TCI FINANCE,BSE
128322820,KRATOSENER,KRATOS ENERGY & INFRASTRUCTURE,BSE
128325124,ANTARIKSH,ANTARIKSH INDUSTRIES,BSE
128331524,IITL,INDUSTRIAL INVESTMENT TRUST LT,BSE
128332292,INDPRUD,INDUSTRIAL & PRUDENTIAL INVEST,BSE
128333060,TATAINVEST,TATA INVESTMENT CORPORATION LT,BSE
128335620,JAYBHCR,JAYABHARAT CREDIT,BSE
128336388,PRISMX,PRISMX GLOBAL VENTURES,BSE
128343812,MOTOGENFIN,MOTOR & GENERAL FINANCE,BSE
128345860,RAPIDIN,RAPID INVESTMENTS,BSE
128350724,WALCHPF,WALCHAND PEOPLEFIRST,BSE
128354820,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTM,BSE
128356100,WHBRADY,W.H.BRADY & CO.LTD.,BSE
128363780,TECHNVISN,TECHNVISION VENTURES ,BSE
128364292,SHAILY,SHAILY ENGINEERING PLASTICS LT,BSE
128364804,BBTC,BOMBAY BURMAH TRADING CORP.LTD,BSE
128366084,BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LT,BSE
128372484,GREAVESCOT,GREAVES COTTON,BSE
128378116,MULLER,MULLER & PHIPPS (INDIA),BSE
128378628,SFTL,SPRINGFORM TECHNOLOGY,BSE
128415236,AMALGAM,AMALGAMATED ELECTRICITY CO.LTD,BSE
128417284,ANANDPROJ,ANAND PROJECTS,BSE
128435204,INDIANVSH,INDIANIVESH,BSE
128468740,COASTCORP,COASTAL CORPORATION,BSE
128469252,CHOWGULSTM,CHOWGULE STEAMSHIPS,BSE
128473092,GLOBOFFS,GLOBAL OFFSHORE SERVICES,BSE
128497924,DHENUBUILD,DHENU BUILDCON INFRA,BSE
128515844,ASIIL,ASI INDUSTRIES,BSE
128535044,SAGCEM,SAGAR CEMENTS,BSE
128546052,HEMACEM,HEMADRI CEMENTS,BSE
128547076,DECCANCE,DECCAN CEMENTS,BSE
128552196,MANGLMCEM,MANGALAM CEMENT,BSE
128555012,NCLIND,NCL INDUSTRIES,BSE
128556804,SAURASHCEM,SAURASHTRA CEMENT,BSE
128558084,SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD.,BSE
128568068,BORORENEW,BOROSIL RENEWABLES,BSE
128576004,LERTHAI,LERTHAI FINANCE,BSE
128581380,RASSIREF,RAASI REFRACTORIES,BSE
128583940,TRIVENIGQ,TRIVENI GLASS,BSE
128587268,NILACHAL,NILACHAL REFRACTORIES,BSE
128596484,ANDHRAPAP,ANDHRA PAPER,BSE
128602884,BALKRISIND,BALKRISHNA INDUSTRIES,BSE
128619524,ORIENTPPR,ORIENT PAPER & INDUSTRIES,BSE
128625924,CITADEL,CITADEL REALTY AND DEVELOPERS,BSE
128626692,ROLLT,ROLLATAINERS,BSE
128627204,SESHAPAPER,SESHASAYEE PAPER & BOARDS,BSE
128662276,NATHIND,NATH INDUSTRIES,BSE
128662788,VAPIENTER,VAPI ENTERPRISE,BSE
128721924,DCM,DCM,BSE
128729604,ZGAEKWAR,GAEKWAR MILLS,BSE
128733444,FORBESCO,FORBES & COMPANY,BSE
128735492,HPCOTTON,H.P.COTTON TEXTILE MILLS,BSE
128740612,UNITEDINT,UNITED INTERACTIVE,BSE
128742660,JAMSHRI,JAMSHRI REALTY,BSE
128750852,KATRSPG,KATARE SPINNING MILLS,BSE
128751876,KESORAMIND,KESORAM INDUSTRIES,BSE
128757252,LAKSHMIMIL,LAKSHMI MILLS COMPANY,BSE
128764420,VTL,VARDHMAN TEXTILES,BSE
128775940,PENINLAND,PENINSULA LAND,BSE
128791556,PASUSPG,PASUPATI SPG.& WVG.MILLS,BSE
128793604,PHOENIXLTD,THE PHOENIX MILLS,BSE
128793860,MARATHON,MARATHON NEXTGEN REALTY,BSE
128800516,RAJABAH,RAJA BAHADUR INTERNATIONAL,BSE
128809476,RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES L,BSE
128811268,RUBYMILLS,RUBY MILLS,BSE
128826628,SIMPLXREA,SIMPLEX REALTY,BSE
128847364,SWANENERGY,SWAN ENERGY,BSE
128857348,VICTMILL,VICTORIA MILLS,BSE
128927236,ZSVTRADI,S.V.TRADING & AGENCIES,BSE
128927748,ZSVARAJT,SVARAJ TRADING & AGENCIES,BSE
128928260,KSHITIJ,KSHITIZ INVESTMENT,BSE
128930564,SALSAIN,SHREE SALASAR INVESTMENT,BSE
128931588,INDSOYA,INDSOYA,BSE
128932100,ZODIACVEN,ZODIAC VENTURES,BSE
128936196,VEERENRGY,VEER ENERGY & INFRASTRUCTURE L,BSE
128936708,SW1,SW INVESTMENTS,BSE
128937732,TILAK,TILAK VENTURES ,BSE
128939780,UNIJOLL,UNIJOLLY INVESTMENTS CO.LTD.,BSE
128940804,WAGEND,WAGEND INFRA VENTURE,BSE
128942340,ELCIDIN,ELCID INVESTMENTS,BSE
128943364,MEDIAONE,MEDIAONE GLOBAL ENTERTAINMENT,BSE
128944388,HEALINV,HEALTHY INVESTMENTS,BSE
128946180,SHRENTI,SHREENATH INVESTMENTS CO.LTD.,BSE
128952836,BANSWRAS,BANSWARA SYNTEX,BSE
128965636,MODWOOL,MODELLA WOOLLENS,BSE
128966660,MODIPON,MODIPON,BSE
128973828,SHRIDINE,SHRI DINESH MILLS,BSE
128974340,SRF,SRF,BSE
128975620,SIYSIL,SIYARAM SILK MILLS,BSE
128976900,SWADPOL,SWADESHI POLYTEX,BSE
128982276,SHRAJSYNQ,SHREE RAJASTHAN SYNTEX,BSE
128988932,SHRMFGC,SHREE MANUFACTURING CO.LTD.,BSE
128996612,ZSATYASL,SATYAM SILK MILLS,BSE
129013764,BBL,BHARAT BIJLEE,BSE
129024004,ELPROINTL,ELPRO INTERNATIONAL,BSE
129031172,GEE,GEE,BSE
129033220,HIRECT,HIND RECTIFIERS,BSE
129038852,NIPPOBATRY,INDO-NATIONAL,BSE
129041156,ZENSARTECH,ZENSAR TECHNOLOGIES,BSE
129043460,JYOTI,JYOTI,BSE
129044484,JSLINDL,JSL INDUSTRIES,BSE
129045508,KAYCEEI,KAYCEE INDUSTRIES,BSE
129047556,INDOKEM,INDOKEM,BSE
129047812,PANAENERG,PANASONIC ENERGY INDIA COMPANY,BSE
129052676,NELCO,NELCO,BSE
129057796,PERMAGN,PERMANENT MAGNETS,BSE
129069060,HIGHENE,HIGH ENERGY BATTERIES (INDIA),BSE
129070084,STDBAT,STANDARD BATTERIES,BSE
129078276,UNIVCABLES,UNIVERSAL CABLES,BSE
129080324,WSI,W.S.INDUSTRIES (INDIA),BSE
129085444,DLTNCBL,DELTON CABLES,BSE
129090052,LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYS,BSE
129093892,MODULEX,MODULEX CONSTRUCTION TECHNOLOG,BSE
129097220,DELTAMAGNT,DELTA MANUFACTURING,BSE
129111044,LONGSPUR,LONGSPUR INTERNATIONAL VENTURE,BSE
129111300,RELTD,RAVINDRA ENERGY,BSE
129112580,RRP,RRP SEMICONDUCTOR,BSE
129113860,EMPOWER,EMPOWER INDIA,BSE
129115140,ZMULTIPU,MULTIPURPOSE TRADING & AGENCIE,BSE
129117444,RIDHISYN,RIDHI SYNTHETICS,BSE
129118468,GRANDMA,GRANDMA TRADING & AGENCIES,BSE
129118724,ZARDIINV,ARDI INVESTMENT & TRADING,BSE
129120004,SOFTBPO,SOFTBPO GLOBAL SERVICES,BSE
129120772,NYSSACORP,NYSSA CORPORATION,BSE
129121284,FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITE,BSE
129124356,KRISHNA,KRISHNA VENTURES,BSE
129125636,GANHOLD,GANESH HOLDINGS,BSE
129125892,SJCORP,SJ CORPORATION,BSE
129178884,UNIABEXAL,UNI ABEX ALLOY PRODUCTS,BSE
129181188,SARDAEN,SARDA ENERGY & MINERALS,BSE
129189380,BGWTATO,BHAGWATI AUTOCAST,BSE
129189892,BOMBWIR,BOMBAY WIRE ROPES,BSE
129195780,CHASBRT,CHASE BRIGHT STEEL,BSE
129211140,AZADIND,AZAD INDIA MOBILITY,BSE
129213700,INDIANHUME,INDIAN HUME PIPE CO.LTD.,BSE
129214980,INLCM,INDIAN LINK CHAIN MANUFACTURES,BSE
129225220,INVPRECQ,INVESTMENT & PRECISION CASTING,BSE
129231364,INFORTEC,INFORMED TECHNOLOGIES INDIA LT,BSE
129239044,KAIRA,KAIRA CAN CO.LTD.,BSE
129249028,ORIENTCER,ORIENT CERATECH,BSE
129249796,NATIONSTD,NATIONAL STANDARD (INDIA),BSE
129255172,RATHIST,RATHI STEEL & POWER,BSE
129256452,DUNCANENG,DUNCAN ENGINEERING ,BSE
129259012,SANDUMA,SANDUR MANGANESE & IRON ORES L,BSE
129269508,STOVACQ,STOVEC INDUSTRIES,BSE
129273092,CHOLAHLDNG,CHOLAMANDALAM FINANCIAL HOLDIN,BSE
129276932,ZWELCAST,WELCAST STEELS,BSE
129279492,WMINIMT,WESTERN MINISTIL,BSE
129282564,AUTOAXLES,AUTOMOTIVE AXLES,BSE
129287428,ATLASCYCLE,ATLAS CYCLES (HARYANA),BSE
129288196,AUTOPRD,AUTOMOBILE PRODUCTS OF INDIA L,BSE
129289220,ACGL,AUTOMOBILE CORPORATION OF GOA,BSE
129299204,SETCO,SETCO AUTOMOTIVE,BSE
129305604,INRADIA,INDIA RADIATORS,BSE
129320964,TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS,BSE
129321732,ZFSTEERING,Z.F.STEERING GEAR (INDIA),BSE
129329156,SMLISUZU,SML ISUZU,BSE
129330180,TIL,TIL,BSE
129331204,EICHERMOT,EICHER MOTORS,BSE
129334276,JAINEX,JAINEX AAMCOL,BSE
129335300,ALFREDHE,ALFRED HERBERT (INDIA),BSE
129339396,VELJAN,VELJAN DENISON,BSE
129341956,DYNAMATECH,DYNAMATIC TECHNOLOGIES,BSE
129344004,GGDPROP,G. G. DANDEKAR PROPERTIES LIMI,BSE
129345284,GMMPFAUDLR,GMM PFAUDLER,BSE
129352452,KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.,BSE
129352964,TULIVE,TULIVE DEVELOPERS,BSE
129356548,KPT,KPT INDUSTRIES,BSE
129357316,LAKSHMIEW,LAKSHMI ENGINEERING AND WAREHO,BSE
129361924,LYNMC,LYNX MACHINERY & COMMERCIALS L,BSE
129362948,MANUGRAPH,MANUGRAPH INDIA,BSE
129366020,HARSHILAGR,HARSHIL AGROTECH,BSE
129367812,MONOT,MONOTYPE INDIA,BSE
129370884,NESCO,NESCO,BSE
129371652,INTEGRAEN,INTEGRA ENGINEERING INDIA,BSE
129374212,SEMAC,SEMAC CONSULTANTS,BSE
129382404,TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDI,BSE
129385476,WENDT,WENDT (INDIA),BSE
129408516,PSITINFRA,PS IT INFRASTRUCTURE & SERVICE,BSE
129409028,GHVINFRA,GHV INFRA PROJECTS,BSE
129410308,RESPONIND,RESPONSIVE INDUSTRIES,BSE
129411844,SHYMINV,SHYAMKAMAL INVESTMENTS,BSE
129413124,ZHEMHOLD,HEM HOLDINGS & TRADING,BSE
129413892,MAHACORP,MAHARASHTRA CORPORATION,BSE
129414660,DOLATALGO,DOLAT ALGOTECH,BSE
129416452,WESTLIFE,WESTLIFE FOODWORLD,BSE
129417476,ZEEL,ZEE ENTERTAINMENT ENTERPRISES,BSE
129429764,ZKOVALIN,KOVALAM INVESTMENT & TRADING C,BSE
129431044,SVPGLOB,SVP GLOBAL TEXTILES,BSE
129432068,MULTIIN,MULTIPLUS HOLDINGS,BSE
129446404,SKYLMILAR,SKYLINE MILLARS,BSE
129454340,BIMETAL,BIMETAL BEARINGS,BSE
129455364,TAPARIA,TAPARIA TOOLS,BSE
129456132,BHARATGEAR,BHARAT GEARS,BSE
129456644,BRADYM,BRADY & MORRIS ENGINEERING CO.,BSE
129457412,LATIMMETAL,LA TIM METAL & INDUSTRIES LIMI,BSE
129459204,ELECON,ELECON ENGINEERING CO.LTD.,BSE
129459972,DECANBRG,DECCAN BEARINGS,BSE
129461764,GRAUWEIL,GRAUER & WEIL (INDIA),BSE
129462276,HIMTEK,HIM TEKNOFORGE,BSE
129462788,GABRIEL,GABRIEL INDIA,BSE
129464324,HERCULES,HERCULES HOISTS,BSE
129465604,AQFINTECH,ALGOQUANT FINTECH,BSE
129465860,IFBIND,IFB INDUSTRIES,BSE
129466628,SINGER,SINGER INDIA,BSE
129468676,INTLCOMBQ,INTERNATIONAL COMBUSTION (INDI,BSE
129470468,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) L,BSE
129472004,JOSTS,JOSTS ENGINEERING CO.LTD.,BSE
129482244,SCHAEFFLER,SCHAEFFLER INDIA ,BSE
129484036,MPCOSEMB,MIPCO SEAMLESS RINGS (GUJARAT),BSE
129484804,RANEHOLDIN,RANE HOLDINGS,BSE
129486596,ROLCOEN,ROLCON ENGINEERING CO.LTD.,BSE
129491716,SNL,SNL BEARINGS,BSE
129495044,JAIPAN,JAIPAN INDUSTRIES,BSE
129497604,MANCREDIT,MANGAL CREDIT AND FINCORP,BSE
129498628,TRF,TRF,BSE
129503236,WPIL,WPIL,BSE
129507844,KENNAMET,KENNAMETAL INDIA,BSE
129508612,HINDHARD,HINDUSTAN HARDY,BSE
129530372,TRITONV,TRITON VALVES,BSE
129536772,SUDAI,SUDAL INDUSTRIES,BSE
129541636,PRAKASH,PRAKASH INDUSTRIES,BSE
129542148,HVL,HARIYANA VENTURES,BSE
129546756,ZPRBHSTE,PRABHU STEEL INDUSTRIES,BSE
129554948,ARSHIYA,ARSHIYA,BSE
129555460,GRINDWELL,GRINDWELL NORTON,BSE
129556228,LAKPRE,LAKSHMI PRECISION SCREWS,BSE
129562884,STANROS,STANROSE MAFATLAL INVESTMENTS,BSE
129563908,GENESYS,GENESYS INTERNATIONAL CORPORAT,BSE
129566724,ALNATRD,ALNA TRADING & EXPORTS,BSE
129567236,VOLKAI,KAIROSOFT AI SOLUTIONS ,BSE
129568772,PARNAXLAB,PARNAX LAB,BSE
129570308,GOURMET,GOURMET GATEWAY INDIA,BSE
129573380,VIVIDHA,VISAGAR POLYTEX,BSE
129577220,ISHWATR,ISHWARSHAKTI HOLDINGS & TRADER,BSE
129577476,TERRAFORM,TERRAFORM MAGNUM,BSE
129578500,APIS,APIS INDIA,BSE
129581572,VELOX,VELOX SHIPPING AND LOGISTICS L,BSE
129582084,EMERGENT,EMERGENT INDUSTRIAL SOLUTIONS,BSE
129583108,KANANIIND,KANANI INDUSTRIES,BSE
129583620,GCKL,GALAXY CLOUD KITCHENS,BSE
129584644,ZSARVAMA,SARVAMANGAL MERCANTILE CO.LTD.,BSE
129585668,ARIHANTSUP,ARIHANT SUPERSTRUCTURES LIMITE,BSE
129586180,VIKSHEN,VIKSIT ENGINEERING,BSE
129586436,BLISSGVS,BLISS GVS PHARMA,BSE
129592836,STYRENIX,STYRENIX PERFORMANCE MATERIALS,BSE
129596164,ALEMBICLTD,ALEMBIC,BSE
129599492,AMNPLST,AMINES & PLASTICIZERS,BSE
129602564,ANUHPHR,ANUH PHARMA,BSE
129602820,MODISONLTD,MODISON,BSE
129608964,BAYERCROP,BAYER CROPSCIENCE,BSE
129616132,SASHWAT,SASHWAT TECHNOCRATS,BSE
129629444,CHEMOPH,CHEMO PHARMA LABORATORIES,BSE
129635844,HEUBACHIND,HEUBACH COLORANTS INDIA LIMITE,BSE
129637124,COROMANDEL,COROMANDEL INTERNATIONAL,BSE
129638660,DEEPAKNTR,DEEPAK NITRITE,BSE
129639684,DMCC,DMCC SPECIALITY CHEMICALS LIMI,BSE
129641988,FERMENTA,FERMENTA BIOTECH,BSE
129658884,GOCLCORP,GOCL CORPORATION ,BSE
129669124,JAYCH,JAYSHREE CHEMICALS,BSE
129670404,KANORICHEM,KANORIA CHEMICALS & INDUSTRIES,BSE
129671172,KELENRG,KELTECH ENERGIES,BSE
129671684,KEMP,KEMP & COMPANY,BSE
129672196,NITTAGELA,NITTA GELATIN INDIA,BSE
129675012,MPAGI,M.P.AGRO INDUSTRIES,BSE
129684228,OCCL,ORIENTAL CARBON & CHEMICALS LT,BSE
129687044,PCBL,PCBL CHEMICAL ,BSE
129688836,AMAL,AMAL,BSE
129690884,POLYCHEM,POLYCHEM,BSE
129694212,PUNJABCHEM,PUNJAB CHEMICALS AND CROP PROT,BSE
129699844,ZR2,ZR2 BIOENERGY,BSE
129700356,SADHNANIQ,SADHANA NITROCHEM,BSE
129703684,SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES,BSE
129710084,TECILCHEM,TECIL CHEMICALS & HYDRO POWER,BSE
129711364,ULTRAMAR,ULTRAMARINE & PIGMENTS,BSE
129711876,TRANSPEK,TRANSPEK INDUSTRY,BSE
129712644,UNICHEMLAB,UNICHEM LABORATORIES,BSE
129723908,MYSORPETRO,MYSORE PETRO CHEMICALS,BSE
129732356,ALKYLAMINE,ALKYL AMINES CHEMICALS,BSE
129742852,TUTIALKA,TUTICORIN ALKALI CHEMICALS AND,BSE
129745924,ASTRAZEN,ASTRAZENECA PHARMA INDIA,BSE
129754116,PRIMO,PRIMO CHEMICALS ,BSE
129754628,TANFACIND,TANFAC INDUSTRIES,BSE
129755652,GUJPETR,GUJARAT PETROSYNTHESE,BSE
129756932,SWADEIN,SWADESHI INDUSTRIES LEASING CO,BSE
129757956,MASCH,MASTER CHEMICALS,BSE
129761028,GUJTHEM,GUJARAT THEMIS BIOSYN,BSE
129767940,SCBL,SAPTAK CHEM AND BUSINESS LIMIT,BSE
129771268,MAKERSL,MAKERS LABORATORIES,BSE
129775364,CONTCHM,CONTINENTAL CHEMICALS,BSE
129777412,JBCHEPHARM,J.B.CHEMICALS & PHARMACEUTICAL,BSE
129777924,IGLFXPL-B,INDO GULF INDUSTRIES,BSE
129778436,ADVPETR-B,ADVANCE PETROCHEMICALS,BSE
129785604,RAJSPTR,RAJASTHAN PETRO SYNTHETICS,BSE
129786628,APTPACK,APT PACKAGING,BSE
129787140,BLUECHIPT,BLUE CHIP TEX INDUSTRIES,BSE
129831684,JAGAJITIND,JAGATJIT INDUSTRIES,BSE
129838084,KESARENT,KESAR ENTERPRISES,BSE
129844484,TI,TILAKNAGAR INDUSTRIES,BSE
129859844,EMERALL,EMERALD LEISURES ,BSE
129868804,RAVALSUGAR,THE RAVALGAON SUGAR FARM LIMIT,BSE
129872644,SAKHTISUG,SAKTHI SUGARS,BSE
129896964,WALCHANNAG,WALCHANDNAGAR INDUSTRIES,BSE
129904132,IFBAGRO,IFB AGRO INDUSTRIES,BSE
129913348,KFBL,KOTHARI FERMENTATION & BIOCHEM,BSE
129916420,CAPRO,CAPROLACTAM CHEMICALS,BSE
129916932,GMBREW,G.M.BREWERIES,BSE
129917444,RANASUG,RANA SUGARS,BSE
129919492,PICCASUG,PICCADILY SUGAR & ALLIED INDUS,BSE
129923588,SDBL,SOM DISTILLERIES & BREWERIES L,BSE
129923844,CJGEL,C.J.GELATINE PRODUCTS,BSE
129926660,ASALCBR,ASSOCIATED ALCOHOLS & BREWERIE,BSE
129927684,THAKKERS,THAKKERS GROUP,BSE
129931012,CORAGRO,COROMANDEL AGRO PRODUCTS & OIL,BSE
129933316,FOODSIN,FOODS & INNS,BSE
129940484,IVP,IVP,BSE
129945092,KLRFM,KOVILPATTI LAKSHMI ROLLER FLOU,BSE
129947908,OLYOI,OLYMPIC OIL INDUSTRIES,BSE
129950980,MLKFOOD,MILKFOOD,BSE
129957124,POLSON,POLSON,BSE
129961732,SIGNGCL,SIGNATURE GREEN CORPORATION LI,BSE
129967364,WIPRO,WIPRO,BSE
129968644,ORIBEVER,ORIENT BEVERAGES,BSE
129975556,DHANUKA,DHANUKA AGRITECH,BSE
129983236,TTKHLTCARE,TTK HEALTHCARE,BSE
129984772,TGVSL,TGV SRAAC ,BSE
129986308,LIMECHM,LIME CHEMICALS,BSE
129991428,KANPRPLA,KANPUR PLASTIPACK,BSE
129992964,TAINWALCHM,TAINWALA CHEMICALS & PLASTICS,BSE
129993988,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS,BSE
129995268,KHAICHEM,KHAITAN CHEMICALS & FERTILIZER,BSE
129998852,UNTTEMI,UNITED LEASING & INDUSTRIES LT,BSE
130000132,NOL,NATIONAL OXYGEN,BSE
130000644,GILLETTE,GILLETTE INDIA,BSE
130001156,WIREFABR,WIRES & FABRIKS (SA),BSE
130003972,ANSALHSG,ANSAL HOUSING,BSE
130005252,COMPUPN,COMPUTER POINT,BSE
130006020,MCCHRLS-B,MAC CHARLES (INDIA),BSE
130010116,ADDIND,ADDI INDUSTRIES,BSE
130013188,PIONRINV,PIONEER INVESTCORP,BSE
130015236,ASHNOOR,ASHNOOR TEXTILE MILLS,BSE
130016772,UNITECH,UNITECH,BSE
130017284,VIPIND,V.I.P.INDUSTRIES,BSE
130024964,FIBERWEB,FIBERWEB (INDIA),BSE
130025476,LKPFIN,LKP FINANCE,BSE
130026756,EASTBUILD,EAST BUILDTECH,BSE
130032132,MNPLFIN,MANIPAL FINANCE CORPORATION LT,BSE
130033668,BAJAJST,BAJAJ STEEL INDUSTRIES,BSE
130034180,KIDUJA,KIDUJA INDIA,BSE
130034692,KEYCORP,KEY CORP,BSE
130035716,SHIKHARLETR,SHIKHAR LEASING & TRADING,BSE
130037764,GUJHOTE,GUJARAT HOTELS,BSE
130038276,FYNX,FYNX CAPITAL,BSE
130039300,RASRESOR,RAS RESORTS & APART HOTELS,BSE
130039812,JOLYPLS,JOLLY PLASTIC INDUSTRIES,BSE
130040324,PARMCOS-B,PARAMOUNT COSMETICS (INDIA) LT,BSE
130043140,JINDHOT,JINDAL HOTELS,BSE
130043908,SERIND,SER INDUSTRIES,BSE
130044676,JPTRLES,JUPITER INDUSTRIES & LEASING L,BSE
130047492,SIMMOND,SIMMONDS MARSHALL,BSE
130082820,BNALTD,B & A,BSE
130172420,HAWKINCOOK,HAWKINS COOKERS,BSE
130174468,WARRENTEA,WARREN TEA,BSE
130194180,COCHMAL,COCHIN MALABAR ESTATES & INDUS,BSE
130217988,BESTEAST,BEST EASTERN HOTELS,BSE
130219524,NEAGI,NEELAMALAI AGRO INDUSTRIES,BSE
130254596,ISTLTD,IST,BSE
130256388,COSMOFIRST,COSMO FIRST ,BSE
130268164,DIAMANT,DIAMANT INFRASTRUCTURE,BSE
130269956,NEWMKTADV,NEW MARKETS ADVISORY,BSE
130270468,APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LT,BSE
130272004,NITINCAST,NITIN CASTINGS ,BSE
130279684,NEXOME,NEXOME CAPITAL MARKETS,BSE
130279940,EVERESTIND,EVEREST INDUSTRIES,BSE
130283012,IRONWOOD,IRONWOOD EDUCATION,BSE
130284036,MSRINDIA,MSR INDIA,BSE
130285828,AIRLTD,AVISHKAR INFRA REALTY,BSE
130286852,AYMSYNTEX,AYM SYNTEX ,BSE
130288900,PANCARBON,PANASONIC CARBON INDIA CO.LTD.,BSE
130292228,FINKURVE,FINKURVE FINANCIAL SERVICES LT,BSE
130292740,HBLEAS,HB LEASING & FINANCE CO.LTD.,BSE
130294020,SHRICON,SHRICON INDUSTRIES,BSE
130294532,TRUSTWAVE,TRUSTWAVE SECURITIES,BSE
130296068,SULABEN,SULABH ENGINEERS & SERVICES LT,BSE
130298884,FRONTCAP,FRONTIER CAPITAL,BSE
130301188,NAVNETEDUL,NAVNEET EDUCATION,BSE
130302212,KEDIACN,KEDIA CONSTRUCTION CO.LTD.,BSE
130304772,TRANOCE,TRANSOCEANIC PROPERTIES,BSE
130306308,AUSOMENT,AUSOM ENTERPRISE,BSE
130307844,THAKRAL,THAKRAL SERVICES (INDIA),BSE
130309124,RUCHINFRA,RUCHI INFRASTRUCTURE,BSE
130310148,GOLDLEG,GOLDEN LEGAND LEASING & FINANC,BSE
130310660,VJTFEDU,VJTF EDUSERVICES,BSE
130313732,VOLLF,VOLTAIRE LEASING & FINANCE,BSE
130314244,NETLINK,NETLINK SOLUTIONS (INDIA),BSE
130315780,TRILIANCE,TRILIANCE POLYMERS,BSE
130316292,LANCORHOL,LANCOR HOLDINGS,BSE
130317060,INDINFO,INDIAN INFOTECH & SOFTWARE,BSE
130317572,BANASFN,BANAS FINANCE,BSE
130318084,VISAKAIND,VISAKA INDUSTRIES,BSE
130321668,INFOMEDIA,INFOMEDIA PRESS,BSE
130322692,HATHWAYB,HATHWAY BHAWANI CABLETEL & DAT,BSE
130324228,GUFICBIO,GUFIC BIOSCIENCES,BSE
130325508,PHOTON,PHOTON CAPITAL ADVISORS,BSE
130329348,OSWALEA,OSWAL LEASING,BSE
130342916,GRPLTD,GRP,BSE
130345476,INDAG,INDAG RUBBER,BSE
130354180,MMRUBBR-B,MM RUBBER COMPANY,BSE
130360324,PTL,PTL ENTERPRISES,BSE
130366212,TVSSRICHAK,TVS SRICHAKRA,BSE
130412292,SEL,SANATHNAGAR ENTERPRISES LIMITE,BSE
130416132,BENARAS,BENARES HOTELS,BSE
130418948,BHAGWOX,BHAGWATI OXYGEN,BSE
130424324,BOMOXY-B1,BOMBAY OXYGEN INVESTMENTS LIMI,BSE
130424836,CRAVATEX,CRAVATEX,BSE
130426884,BERGEPAINT,BERGER PAINTS INDIA,BSE
130428420,CAPRIHANS,CAPRIHANS INDIA,BSE
130428932,GRAPHITE,GRAPHITE INDIA,BSE
130430980,ITDCEM,ITD CEMENTATION INDIA,BSE
130438404,EMPIND,EMPIRE INDUSTRIES,BSE
130443780,GRAVISSHO,GRAVISS HOSPITALITY,BSE
130446596,GARFIBRES,GARWARE TECHNICAL FIBRES LIMIT,BSE
130448132,GARWAMAR,GARWARE MARINE INDUSTRIES,BSE
130449156,GOACARBON,GOA CARBON,BSE
130456836,HARDCAS,HARDCASTLE & WAUD MFG.CO.LTD.,BSE
130465540,HEG,HEG,BSE
130466564,HINDCOMPOS,HINDUSTAN COMPOSITES,BSE
130470404,ZHINDHSG,HINDUSTAN HOUSING CO.LTD.,BSE
130476804,BIRLANU,BIRLANU,BSE
